sido,sigungu,safety_center_serve,pollution_emission,aged_single_ratio,police_station_acb,high_trans_acb,high_ic_acb,sports_fac_popratio,perf_fac_popratio,aged_service_popratio,old_house_ratio,green_space_rate,road_pavement_rate,library_service_popratio,hospital_service_popratio,vacant_house_ratio,wg_ph_spentratio,water_supply_rate,cworks_pctg,living_park_popratio,firestation_acb,toddlers_care_popratio,population_growth_rate,childecare_per_infant_number,emergency_fac_popratio,socialwelfare_fac_per_hndrdth_number,park_per_thousand_area,beds_peer_thousand_number,cultural_infra_per_hndrdth_number,fin_indep_3year_mean,parking_popratio,kb_industry_3year_mean,elem_school_popratio,no_bsns_3year_growth_rate,no_emp_3year_growth_rate,sewer_coverage_rate,schoools_per_thousand_number
경상북도,영양군,0,0,21.71,8.17,65.94,42.04,25.9,63.4,0,49.2,85.27,80.4,14.14,11.26,13.8,19.9,90.9,0,6.4,13.29,50.46,0,14.1,0,35.3,5087.17,0,0,18.23,48.05,0,28.99,0,0,63.1,12.85
경상북도,영덕군,0,0,22.71,9.21,52.76,47.28,10.24,76.6,0,50.4,56.73,91.8,17.55,0.02,15.83,22.8,0,0,25.79,9.8,48.39,0,14.2,0,13.4,34184.67,7.7,13.8,14.6,51.21,0,34.12,0,0,77.5,9.24
경상북도,청도군,0,0,20.93,6.46,33.3,18.16,21.3,62.67,44.24,37.8,86.86,74.4,13.09,8.56,20.39,24.1,82.7,0,13.34,8.63,38.43,0,15.2,53.48,37.3,3743.32,30.7,11.8,20.63,29.82,0,28.57,0,0,57.8,8.99
경상북도,고령군,0,0,16.68,5.46,43.14,14.6,4.02,54.22,18.13,36.6,79.46,0,35.08,7.48,13.25,0,98.7,0,13.33,8.58,49.25,0,20.7,73.79,27.8,6842.51,9.2,19.1,20.99,45.85,0,34.04,0,0,63.6,7.5
경상북도,성주군,0,0,16.09,5.61,32.59,20.83,13.38,69.42,2.28,36.9,61.33,95.2,15.38,11.81,9.36,19.2,0,0,13.71,11.07,24.9,0,10.6,62.77,22.7,3695.28,22.7,13.8,21.68,32.45,0,27.83,0,0,0,9.23
경상북도,칠곡군,0,0,7.53,5.03,26.15,10.65,14.21,93.85,62.65,0,87.13,92.3,59.34,2.63,14.36,34.5,95.1,0,40.02,5.96,84.55,0,22.2,51.2,24.8,10816.81,16.7,7.8,29.14,50.82,0,52.71,0,0,77.8,2.89
경상북도,예천군,0,0,17.78,5.64,29.13,27.07,24.11,83.27,43.25,34.8,57.55,93.3,36.44,5.54,18.44,24.9,90.4,0,27.33,10.4,79.94,0,16.6,0,10.9,13311.2,13.1,12.6,20.75,36.13,0,8.48,0,0,65.3,4.16
경상북도,봉화군,0,0,20.54,8.33,35.52,43.4,19.85,54.82,33.7,48.7,76.63,96.6,14.34,3.54,13.65,18.7,0,0,11.84,10.55,31.29,0,15.1,2.37,18.7,3482.38,8.1,12.7,16.13,30.94,0,43.16,0,0,72.8,11.7
경상북도,울진군,0,0,17.91,7.38,74.03,71.48,22.87,77.08,29.51,44.8,70.37,91.7,24.56,1.85,18.48,25.7,78.8,0,24.28,11.16,65.47,0,13.8,43.92,8.1,11807.43,6.3,14.4,22.44,52.41,0,48.26,0,0,71.3,6.43
경상북도,울릉군,0,0,12.07,5.05,0,0,63.78,82.36,71.48,0,86.8,0,9.58,0,5.91,9.2,91.5,0,0,11.03,23.27,0,4.9,83.99,31.2,21305.72,6.9,44.1,15.61,50.04,0,24.6,0,0,5.4,11.54
경상남도,진주시,0,0,9,5.85,16.12,12.93,4.36,96.27,87.33,0,89.76,89.6,59.89,13.2,10.1,38.4,0,0,56.04,9.1,79.95,0,17.9,93.44,12.1,20977.94,19.3,0,42.11,48.41,0,51.4,0,0,0,2.18
경상남도,통영시,0,0,10.72,5.54,55.37,8.18,10.96,96.84,88.51,29.9,69.92,0,65.3,18.85,13.38,26.7,0,0,43.93,6.52,84.58,0,18.2,94.27,18.3,24970.84,16.3,10.9,20.59,88.08,0,39.43,0,0,90.7,2.45
경상남도,사천시,0,0,12.18,4.66,20.7,12.19,31.22,94.16,33.66,26.6,72.4,99.5,45.19,14.53,16.11,29.1,96.9,0,52.82,7.28,81.18,0,21.6,42.99,22.3,13054.17,27.4,7.2,24.74,55.81,0,36.17,0,0,95.9,3.15
경상남도,김해시,0,0,5.74,3.9,12.24,6.77,16.86,98.95,93.16,8.5,77.82,0,54.63,26.18,8.58,36.4,98.5,0,68.62,4.22,89.97,0,19.9,87.2,5.9,9467.11,19.9,6.3,35.77,63.89,0,54.7,0,0,99.6,1.64
경상남도,밀양시,0,0,16.62,6.49,17.12,14.92,14.97,83.9,0.29,32.2,74.47,99.1,24.73,20.49,15.02,28.5,86.4,0,37.98,8.11,70.6,0,18.3,65.03,23.7,9981.02,20.3,13.4,20.39,36.94,0,17.87,0,0,84.2,4.73
경상남도,거제시,0,0,5.32,6.8,64.82,14.53,12.18,94.35,0,15.6,63.72,0,29.99,9.04,16.63,39.3,97.5,0,52.77,7.04,82.84,0,18.1,90.07,10.5,30265.47,9.4,6.1,28.53,94.76,0,53.57,0,0,86.3,1.91
경상남도,양산시,0,0,7.17,6.18,23.58,11.39,19.31,98.42,94.04,6.6,85.17,99.3,65.03,14.7,8.77,44.6,98.4,0,73.82,7.25,86.53,0,19.2,94.91,8.6,8715.81,22.6,0,34.97,29.72,0,54.24,0,0,98.4,1.53
경상남도,창원시,0,0,7.46,4.24,14.26,8.74,18.11,93.61,95.31,23.5,60.37,96.2,53.2,9.61,9.3,37.5,98.7,0,73.52,5.06,87.64,0,0,89.08,10.2,16710.98,19.9,3.9,38.63,96.14,0,59.46,0,0,96.5,1.91
경상남도,의령군,0,0,23.63,5.86,38.38,21.12,16.73,64.2,10.97,0,75.42,77.8,22.34,14.16,17.55,21.5,75.8,0,6.47,9.55,55.38,0,13.5,52.58,44.2,56155.9,20.6,14.9,20.44,70.65,0,57.45,0,0,66.4,13.36
경상남도,함안군,0,0,15,4.98,23.8,9.92,10.59,80.11,10.75,0,70.03,94.5,32.23,2.39,12.25,28.7,97.4,0,17.31,6.41,55.57,0,25.2,33.62,25.9,15298.79,24.5,7.8,25.82,25.07,0,42.55,0,0,63.1,4.41
경상남도,창녕군,0,0,18,5.5,39.2,15.93,6.7,52.57,1.4,41.4,78.83,91.2,29.7,5.26,14.46,27.3,99.8,0,25.52,7.13,61.91,0,14.2,43.95,0,10247.78,38.4,13.1,21.39,46.03,0,37.37,0,0,77.1,7.63
경상남도,고성군,0,0,18.43,5.77,33.07,11.88,7.32,86.44,0.14,38.8,56.15,78.3,16.97,15.31,17.05,24.7,80.5,0,11.46,8.92,58.35,0,17.6,65.13,26.8,17791.4,19.7,19.5,23.72,48.68,0,18.72,0,0,68.1,6.86
경상남도,남해군,0,0,22.83,5.47,52.14,46.34,24.46,56.26,43.07,0,87.72,94.1,25.85,1.01,21.48,25.2,76.1,0,13.34,8.35,47.58,0,13.7,53.2,20.6,21219.38,6.8,0,15.15,39.21,0,24.26,0,0,0,9.57
경상남도,하동군,0,0,19.61,5.65,35.47,0,12.12,53.94,24.64,41.3,37.87,88.4,4.95,0.25,13.46,19.9,60.2,0,2.48,11.22,22.67,0,15.3,27.54,21.5,19297.22,19.2,15.6,16.39,32.46,0,11.22,0,0,76.1,10.36
경상남도,산청군,0,0,20.84,7.37,41.63,16.8,19.19,88.62,6.43,37.4,61.39,0,17.58,0,17.35,0,47.6,0,16.55,11.95,42.15,0,19.5,29.48,33.9,9500.24,4.5,34.4,19.29,42.71,0,42.66,0,0,66.9,11.32
경상남도,함양군,0,0,21.48,5.28,51.75,10.4,4.64,64.75,1.31,36.4,82.12,88.2,34.9,0,17.03,19.7,64.1,0,10.88,10.44,64.65,0,13.8,60.93,27.8,14047.9,4.1,10.2,26.57,42.56,0,65.28,0,0,78.2,7.41
경상남도,거창군,0,0,17.65,6.23,66.67,0,0,73.9,59.9,37.7,79.65,88.6,28.93,20.83,14.8,22.7,0,0,45.63,10.06,77.76,0,0,73.98,19.3,6310.07,13.5,9.8,28.19,52.82,0,33.9,0,0,84.1,5.05
경상남도,합천군,0,0,24.88,6.92,55.87,26.77,15.76,58.94,0.89,52.5,84.17,0,31.39,9.35,20.46,18.3,56.3,0,0,9.93,41.6,0,13.8,36.01,17.7,3601.33,18.1,13.6,18.01,33.07,0,36.89,0,0,68.6,12.81
제주특별자치도,제주시,0,0,6.21,5.63,0,31.1,46.91,0,65.35,20.9,79.81,99.4,53.37,2.58,12.87,0,75.5,0,57.38,5.82,79.28,0,0,83.67,14.5,13834.68,8.9,14.4,40.04,72.89,0,46.99,0,0,76.4,1.85
제주특별자치도,서귀포시,0,0,8.1,5.7,0,30.98,11.3,0,41.37,24.7,85.39,97.9,41.59,4.55,17.53,0,75.5,0,28.1,5.14,64.21,0,0,49.78,15.4,13268.26,2.9,35.1,40.04,64.5,0,28.93,0,0,93.4,3.26
